Zeitstempel;Messstelle1;Messstelle2;Messstelle3;Messstelle4
Mi., 13.Nov. 2013 21:30;1,7;0,74;1,23;1,07
Mi., 13.Nov. 2013 21:45;1,67;0,74;1,28;1,06
Mi., 13.Nov. 2013 22:00;1,37;0,74;1,07;0,91
Mi., 13.Nov. 2013 22:15;1,23;1,09;1,23;0,94
Mi., 13.Nov. 2013 22:30;1,26;1,11;1,21;0,96
Mi., 13.Nov. 2013 22:45;1,56;0,95;1,27;1,07
Mi., 13.Nov. 2013 23:00;0,23;0,76;0,51;0,34
Mi., 13.Nov. 2013 23:15;0,29;0,67;0,51;0,35
Mi., 13.Nov. 2013 23:30;0,81;1,26;1,09;0,78
Mi., 13.Nov. 2013 23:45;0,35;0,68;0,52;0,38
Do., 14.Nov. 2013 00:00;0,28;0,59;0,44;0,32
Do., 14.Nov. 2013 00:15;0,22;0,59;0,41;0,29
Do., 14.Nov. 2013 00:30;0,22;0,57;0,41;0,28
Do., 14.Nov. 2013 00:45;0,23;0,61;0,44;0,3
Do., 14.Nov. 2013 01:00;0,28;0,61;0,46;0,32
Do., 14.Nov. 2013 01:15;0,27;0,66;0,46;0,33
Do., 14.Nov. 2013 01:30;0,23;0,6;0,44;0,3
Do., 14.Nov. 2013 01:45;0,22;0,59;0,41;0,29
Do., 14.Nov. 2013 02:00;0,23;0,59;0,44;0,29
Do., 14.Nov. 2013 02:15;0,26;0,57;0,43;0,3
Do., 14.Nov. 2013 02:30;0,26;0,65;0,45;0,33
Do., 14.Nov. 2013 02:45;0,27;0,61;0,46;0,32
Do., 14.Nov. 2013 03:00;0,39;0,61;0,52;0,38
Do., 14.Nov. 2013 03:15;0,26;0,61;0,45;0,31
Do., 14.Nov. 2013 03:30;0,26;0,59;0,43;0,31
Do., 14.Nov. 2013 03:45;0,24;0,59;0,44;0,3
Do., 14.Nov. 2013 04:00;0,27;0,6;0,45;0,32
Do., 14.Nov. 2013 04:15;0,23;0,68;0,45;0,32
Do., 14.Nov. 2013 04:30;0,23;0,72;0,48;0,33
Do., 14.Nov. 2013 04:45;0,26;0,6;0,44;0,31
Do., 14.Nov. 2013 05:00;0,23;0,59;0,44;0,29
Do., 14.Nov. 2013 05:15;0,28;0,57;0,44;0,31
Do., 14.Nov. 2013 05:30;0,26;0,57;0,43;0,3
Do., 14.Nov. 2013 05:45;0,23;0,68;0,46;0,32
Do., 14.Nov. 2013 06:00;0,26;0,61;0,45;0,31
Do., 14.Nov. 2013 06:15;0,23;0,61;0,44;0,3
Do., 14.Nov. 2013 06:30;0,23;0,59;0,43;0,29
Do., 14.Nov. 2013 06:45;0,22;0,59;0,41;0,29
Do., 14.Nov. 2013 07:00;0,28;0,57;0,44;0,31
Do., 14.Nov. 2013 07:15;0,27;0,6;0,45;0,32
Do., 14.Nov. 2013 07:30;0,26;0,61;0,44;0,31
Do., 14.Nov. 2013 07:45;0,23;0,61;0,44;0,3
Do., 14.Nov. 2013 08:00;0,23;0,6;0,43;0,3
Do., 14.Nov. 2013 08:15;0,23;0,57;0,41;0,29
Do., 14.Nov. 2013 08:30;0,29;0,59;0,45;0,32
Do., 14.Nov. 2013 08:45;0,23;0,59;0,43;0,29
Do., 14.Nov. 2013 09:00;0,23;0,61;0,43;0,3
Do., 14.Nov. 2013 09:15;0,31;0,67;0,51;0,36
Do., 14.Nov. 2013 09:30;0,41;0,66;0,55;0,4
Do., 14.Nov. 2013 09:45;0,4;0,59;0,5;0,38
Do., 14.Nov. 2013 10:00;0,32;0,57;0,45;0,33
Do., 14.Nov. 2013 10:15;0,31;0,59;0,46;0,33
Do., 14.Nov. 2013 10:30;0,31;0,61;0,48;0,34
Do., 14.Nov. 2013 10:45;0,32;0,73;0,56;0,38
Do., 14.Nov. 2013 11:00;0,33;0,65;0,51;0,36
Do., 14.Nov. 2013 11:15;0,39;0,6;0,51;0,38
Do., 14.Nov. 2013 11:30;0,31;0,6;0,46;0,34
Do., 14.Nov. 2013 11:45;0,31;0,61;0,48;0,34
Do., 14.Nov. 2013 12:00;0,32;0,59;0,46;0,34
Do., 14.Nov. 2013 12:15;0,33;0,65;0,5;0,36
Do., 14.Nov. 2013 12:30;0,37;0,65;0,52;0,38
Do., 14.Nov. 2013 12:45;0,37;0,6;0,51;0,37
Do., 14.Nov. 2013 13:00;0,29;0,59;0,46;0,32
Do., 14.Nov. 2013 13:15;0,31;0,59;0,45;0,33
Do., 14.Nov. 2013 13:30;0,33;0,59;0,48;0,34
Do., 14.Nov. 2013 13:45;0,32;0,66;0,51;0,36
Do., 14.Nov. 2013 14:00;0,35;0,65;0,52;0,37
Do., 14.Nov. 2013 14:15;0,31;0,68;0,51;0,36
Do., 14.Nov. 2013 14:30;0,32;0,59;0,48;0,34
Do., 14.Nov. 2013 14:45;0,32;0,59;0,46;0,34
Do., 14.Nov. 2013 15:00;0,33;0,59;0,46;0,34
Do., 14.Nov. 2013 15:15;0,31;0,6;0,46;0,34
Do., 14.Nov. 2013 15:30;0,35;0,65;0,5;0,37
Do., 14.Nov. 2013 15:45;0,31;0,68;0,52;0,36
Do., 14.Nov. 2013 16:00;0,31;0,59;0,48;0,33
Do., 14.Nov. 2013 16:15;0,33;0,59;0,5;0,34
Do., 14.Nov. 2013 16:30;0,31;0,59;0,46;0,33
Do., 14.Nov. 2013 16:45;0,35;0,59;0,5;0,35
Do., 14.Nov. 2013 17:00;0,31;0,65;0,5;0,35
Do., 14.Nov. 2013 17:15;0,31;0,61;0,46;0,34
Do., 14.Nov. 2013 17:30;0,41;0,65;0,54;0,4
Do., 14.Nov. 2013 17:45;0,31;0,68;0,5;0,36
Do., 14.Nov. 2013 18:00;0,35;0,59;0,5;0,35
Do., 14.Nov. 2013 18:15;0,31;0,59;0,48;0,33
Do., 14.Nov. 2013 18:30;0,31;0,6;0,48;0,34
Do., 14.Nov. 2013 18:45;0,33;0,65;0,5;0,36
Do., 14.Nov. 2013 19:00;0,31;0,68;0,51;0,36
Do., 14.Nov. 2013 19:15;0,31;0,6;0,48;0,34
Do., 14.Nov. 2013 19:30;0,35;0,61;0,51;0,36
Do., 14.Nov. 2013 19:45;0,33;0,59;0,5;0,34
Do., 14.Nov. 2013 20:00;0,33;0,59;0,5;0,34
Do., 14.Nov. 2013 20:15;0,31;0,65;0,5;0,35
Do., 14.Nov. 2013 20:30;0,31;0,65;0,5;0,35
Do., 14.Nov. 2013 20:45;0,37;0,6;0,5;0,37
Do., 14.Nov. 2013 21:00;0,31;0,59;0,46;0,33
Do., 14.Nov. 2013 21:15;0,33;0,59;0,5;0,34
Do., 14.Nov. 2013 21:30;0,31;0,59;0,46;0,33
Do., 14.Nov. 2013 21:45;0,31;0,6;0,48;0,34
Do., 14.Nov. 2013 22:00;0,35;0,6;0,51;0,36
Do., 14.Nov. 2013 22:15;0,26;0,66;0,46;0,33
Do., 14.Nov. 2013 22:30;0,24;0,56;0,41;0,29
Do., 14.Nov. 2013 22:45;0,28;0,56;0,44;0,31
Do., 14.Nov. 2013 23:00;0,23;0,55;0,4;0,28
Do., 14.Nov. 2013 23:15;0,22;0,56;0,4;0,28
Do., 14.Nov. 2013 23:30;0,28;0,6;0,46;0,32
Do., 14.Nov. 2013 23:45;0,26;0,7;0,48;0,34
Fr., 15.Nov. 2013 00:00;0,24;0,65;0,45;0,32
Fr., 15.Nov. 2013 00:15;0,22;0,56;0,41;0,28
Fr., 15.Nov. 2013 00:30;0,22;0,55;0,4;0,28
Fr., 15.Nov. 2013 00:45;0,24;0,56;0,43;0,29
Fr., 15.Nov. 2013 01:00;0,29;0,57;0,45;0,32
Fr., 15.Nov. 2013 01:15;0,24;0,6;0,44;0,3
Fr., 15.Nov. 2013 01:30;0,23;0,59;0,41;0,29
Fr., 15.Nov. 2013 01:45;0,22;0,6;0,43;0,29
Fr., 15.Nov. 2013 02:00;0,23;0,56;0,43;0,28
Fr., 15.Nov. 2013 02:15;0,24;0,55;0,41;0,29
Fr., 15.Nov. 2013 02:30;0,31;0,57;0,45;0,33
Fr., 15.Nov. 2013 02:45;0,22;0,59;0,41;0,29
Fr., 15.Nov. 2013 03:00;0,23;0,59;0,44;0,29
Fr., 15.Nov. 2013 03:15;0,22;0,59;0,41;0,29
Fr., 15.Nov. 2013 03:30;0,26;0,55;0,43;0,3
Fr., 15.Nov. 2013 03:45;0,31;0,56;0,46;0,32
Fr., 15.Nov. 2013 04:00;0,26;0,55;0,41;0,3
Fr., 15.Nov. 2013 04:15;0,24;0,59;0,43;0,3
Fr., 15.Nov. 2013 04:30;0,22;0,59;0,43;0,29
Fr., 15.Nov. 2013 04:45;0,31;0,66;0,5;0,35
Fr., 15.Nov. 2013 05:00;0,29;0,56;0,44;0,31
Fr., 15.Nov. 2013 05:15;0,23;0,56;0,41;0,28
Fr., 15.Nov. 2013 05:30;0,23;0,6;0,43;0,3
Fr., 15.Nov. 2013 05:45;0,24;0,56;0,41;0,29
Fr., 15.Nov. 2013 06:00;0,23;0,6;0,44;0,3
Fr., 15.Nov. 2013 06:15;0,31;0,59;0,48;0,33
Fr., 15.Nov. 2013 06:30;0,23;0,67;0,46;0,32
Fr., 15.Nov. 2013 06:45;0,23;0,56;0,4;0,28
Fr., 15.Nov. 2013 07:00;0,23;0,55;0,4;0,28
Fr., 15.Nov. 2013 07:15;0,23;0,56;0,4;0,28
Fr., 15.Nov. 2013 07:30;0,26;0,59;0,44;0,31
Fr., 15.Nov. 2013 07:45;0,27;0,59;0,44;0,31
Fr., 15.Nov. 2013 08:00;0,23;0,59;0,43;0,29
Fr., 15.Nov. 2013 08:15;0,26;0,56;0,43;0,3
Fr., 15.Nov. 2013 08:30;0,22;0,55;0,4;0,28
Fr., 15.Nov. 2013 08:45;0,27;0,56;0,43;0,3
Fr., 15.Nov. 2013 09:00;0,27;0,65;0,45;0,33
Fr., 15.Nov. 2013 09:15;0,35;0,59;0,5;0,35
Fr., 15.Nov. 2013 09:30;0,32;0,59;0,46;0,34
Fr., 15.Nov. 2013 09:45;0,31;0,61;0,48;0,34
Fr., 15.Nov. 2013 10:00;0,33;0,55;0,45;0,33
Fr., 15.Nov. 2013 10:15;0,4;0,56;0,51;0,37
Fr., 15.Nov. 2013 10:30;0,31;0,57;0,45;0,33
Fr., 15.Nov. 2013 10:45;0,31;0,59;0,46;0,33
Fr., 15.Nov. 2013 11:00;0,31;0,59;0,46;0,33
Fr., 15.Nov. 2013 11:15;0,37;0,57;0,5;0,36
Fr., 15.Nov. 2013 11:30;0,32;0,55;0,45;0,33
Fr., 15.Nov. 2013 11:45;0,35;0,56;0,48;0,34
Fr., 15.Nov. 2013 12:00;0,31;0,55;0,44;0,32
Fr., 15.Nov. 2013 12:15;0,31;0,7;0,51;0,37
Fr., 15.Nov. 2013 12:30;0,32;0,59;0,48;0,34
Fr., 15.Nov. 2013 12:45;0,32;0,57;0,48;0,33
Fr., 15.Nov. 2013 13:00;0,35;0,56;0,48;0,34
Fr., 15.Nov. 2013 13:15;0,31;0,6;0,46;0,34
Fr., 15.Nov. 2013 13:30;0,35;0,56;0,46;0,34
Fr., 15.Nov. 2013 13:45;0,31;0,57;0,46;0,33
Fr., 15.Nov. 2013 14:00;0,33;0,59;0,48;0,34
Fr., 15.Nov. 2013 14:15;0,35;0,59;0,48;0,35
Fr., 15.Nov. 2013 14:30;0,35;0,6;0,5;0,36
Fr., 15.Nov. 2013 14:45;0,31;0,56;0,46;0,32
Fr., 15.Nov. 2013 15:00;0,31;0,55;0,44;0,32
Fr., 15.Nov. 2013 15:15;0,26;0,56;0,41;0,3
Fr., 15.Nov. 2013 15:30;0,23;0,6;0,44;0,3
Fr., 15.Nov. 2013 15:45;0,26;0,59;0,44;0,31
Fr., 15.Nov. 2013 16:00;0,23;0,56;0,41;0,28
Fr., 15.Nov. 2013 16:15;0,22;0,56;0,4;0,28
Fr., 15.Nov. 2013 16:30;0,27;0,55;0,43;0,3
Fr., 15.Nov. 2013 16:45;0,24;0,56;0,43;0,29
Fr., 15.Nov. 2013 17:00;0,27;0,59;0,45;0,31
Fr., 15.Nov. 2013 17:15;0,22;0,61;0,43;0,29
Fr., 15.Nov. 2013 17:30;0,23;0,59;0,44;0,29
Fr., 15.Nov. 2013 17:45;0,24;0,56;0,43;0,29
Fr., 15.Nov. 2013 18:00;0,24;0,67;0,48;0,32
Fr., 15.Nov. 2013 18:15;0,22;0,56;0,4;0,28
Fr., 15.Nov. 2013 18:30;0,26;0,57;0,43;0,3
Fr., 15.Nov. 2013 18:45;0,24;0,59;0,43;0,3
Fr., 15.Nov. 2013 19:00;0,26;0,59;0,43;0,31
Fr., 15.Nov. 2013 19:15;0,28;0,74;0,52;0,36
Fr., 15.Nov. 2013 19:30;0,23;1,07;0,67;0,44
Fr., 15.Nov. 2013 19:45;0,71;0,59;0,68;0,53
Fr., 15.Nov. 2013 20:00;0,29;0,56;0,45;0,31
Fr., 15.Nov. 2013 20:15;0,26;0,6;0,44;0,31
Fr., 15.Nov. 2013 20:30;0,26;0,59;0,44;0,31
Fr., 15.Nov. 2013 20:45;0,22;0,57;0,43;0,28
Fr., 15.Nov. 2013 21:00;0,22;0,56;0,41;0,28
Fr., 15.Nov. 2013 21:15;0,28;0,59;0,44;0,32
Fr., 15.Nov. 2013 21:30;0,23;0,55;0,41;0,28
Fr., 15.Nov. 2013 21:45;0,24;0,57;0,43;0,29
Fr., 15.Nov. 2013 22:00;0,23;0,59;0,43;0,29
Fr., 15.Nov. 2013 22:15;0,2;0,6;0,41;0,28
Fr., 15.Nov. 2013 22:30;0,23;0,57;0,43;0,29
Fr., 15.Nov. 2013 22:45;0,2;0,55;0,4;0,27
Fr., 15.Nov. 2013 23:00;0,28;0,56;0,44;0,31
Fr., 15.Nov. 2013 23:15;0,2;0,55;0,39;0,27
Fr., 15.Nov. 2013 23:30;0,2;0,59;0,41;0,28
Fr., 15.Nov. 2013 23:45;0,2;0,6;0,43;0,28
Sa., 16.Nov. 2013 00:00;0,27;0,61;0,45;0,32
Sa., 16.Nov. 2013 00:15;0,28;0,6;0,46;0,32
Sa., 16.Nov. 2013 00:30;0,23;0,56;0,43;0,28
Sa., 16.Nov. 2013 00:45;0,22;0,55;0,4;0,28
Sa., 16.Nov. 2013 01:00;0,2;0,57;0,4;0,27
Sa., 16.Nov. 2013 01:15;0,2;0,68;0,45;0,3
Sa., 16.Nov. 2013 01:30;0,26;0,6;0,44;0,31
Sa., 16.Nov. 2013 01:45;0,27;0,57;0,43;0,31
Sa., 16.Nov. 2013 02:00;0,2;0,55;0,4;0,27
Sa., 16.Nov. 2013 02:15;0,2;0,59;0,41;0,28
Sa., 16.Nov. 2013 02:30;0,2;0,56;0,4;0,27
Sa., 16.Nov. 2013 02:45;0,23;0,59;0,43;0,29
Sa., 16.Nov. 2013 03:00;0,27;0,59;0,44;0,31
Sa., 16.Nov. 2013 03:15;0,2;0,59;0,41;0,28
Sa., 16.Nov. 2013 03:30;0,2;0,56;0,4;0,27
Sa., 16.Nov. 2013 03:45;0,2;0,56;0,4;0,27
Sa., 16.Nov. 2013 04:00;0,23;0,55;0,4;0,28
Sa., 16.Nov. 2013 04:15;0,24;0,59;0,43;0,3
Sa., 16.Nov. 2013 04:30;0,26;0,61;0,46;0,31
Sa., 16.Nov. 2013 04:45;0,2;0,59;0,4;0,28
Sa., 16.Nov. 2013 05:00;0,2;0,57;0,41;0,27
Sa., 16.Nov. 2013 05:15;0,22;0,57;0,41;0,28
Sa., 16.Nov. 2013 05:30;0,22;0,55;0,4;0,28
Sa., 16.Nov. 2013 05:45;0,23;0,6;0,44;0,3
Sa., 16.Nov. 2013 06:00;0,26;0,59;0,43;0,31
Sa., 16.Nov. 2013 06:15;0,2;0,59;0,41;0,28
Sa., 16.Nov. 2013 06:30;0,22;0,59;0,41;0,29
Sa., 16.Nov. 2013 06:45;0,23;0,56;0,43;0,28
Sa., 16.Nov. 2013 07:00;0,2;0,66;0,44;0,3
Sa., 16.Nov. 2013 07:15;0,27;0,6;0,44;0,32
Sa., 16.Nov. 2013 07:30;0,2;0,56;0,4;0,27
Sa., 16.Nov. 2013 07:45;0,2;0,59;0,41;0,28
Sa., 16.Nov. 2013 08:00;0,23;0,59;0,44;0,29
Sa., 16.Nov. 2013 08:15;0,2;0,57;0,4;0,27
Sa., 16.Nov. 2013 08:30;0,27;0,56;0,43;0,3
Sa., 16.Nov. 2013 08:45;0,2;0,55;0,39;0,27
Sa., 16.Nov. 2013 09:00;0,18;0,55;0,39;0,26
Sa., 16.Nov. 2013 09:15;0,32;0,6;0,46;0,34
Sa., 16.Nov. 2013 09:30;0,31;0,59;0,46;0,33
Sa., 16.Nov. 2013 09:45;0,28;0,57;0,44;0,31
Sa., 16.Nov. 2013 10:00;0,28;0,55;0,44;0,31
Sa., 16.Nov. 2013 10:15;0,33;0,56;0,46;0,33
Sa., 16.Nov. 2013 10:30;0,31;0,6;0,48;0,34
Sa., 16.Nov. 2013 10:45;0,31;0,57;0,45;0,33
Sa., 16.Nov. 2013 11:00;0,28;0,59;0,45;0,32
Sa., 16.Nov. 2013 11:15;0,28;0,59;0,45;0,32
Sa., 16.Nov. 2013 11:30;0,39;0,59;0,51;0,37
Sa., 16.Nov. 2013 11:45;0,33;0,55;0,45;0,33
Sa., 16.Nov. 2013 12:00;0,31;0,56;0,46;0,32
Sa., 16.Nov. 2013 12:15;0,27;0,55;0,44;0,3
Sa., 16.Nov. 2013 12:30;0,28;0,6;0,45;0,32
Sa., 16.Nov. 2013 12:45;0,28;0,59;0,44;0,32
Sa., 16.Nov. 2013 13:00;0,33;0,57;0,46;0,34
Sa., 16.Nov. 2013 13:15;0,31;0,55;0,44;0,32
Sa., 16.Nov. 2013 13:30;0,28;0,66;0,46;0,34
Sa., 16.Nov. 2013 13:45;0,28;0,57;0,44;0,31
Sa., 16.Nov. 2013 14:00;0,29;0,57;0,46;0,32
Sa., 16.Nov. 2013 14:15;0,33;0,6;0,5;0,35
Sa., 16.Nov. 2013 14:30;0,31;0,59;0,48;0,33
Sa., 16.Nov. 2013 14:45;0,28;0,56;0,44;0,31
Sa., 16.Nov. 2013 15:00;0,28;0,55;0,43;0,31
Sa., 16.Nov. 2013 15:15;0,28;0,55;0,43;0,31
Sa., 16.Nov. 2013 15:30;0,32;0,6;0,48;0,34
Sa., 16.Nov. 2013 15:45;0,32;0,66;0,5;0,36
Sa., 16.Nov. 2013 16:00;0,29;0,59;0,45;0,32
Sa., 16.Nov. 2013 16:15;0,28;0,59;0,44;0,32
Sa., 16.Nov. 2013 16:30;0,31;0,56;0,44;0,32
Sa., 16.Nov. 2013 16:45;0,28;0,55;0,43;0,31
Sa., 16.Nov. 2013 17:00;0,35;0,56;0,48;0,34
Sa., 16.Nov. 2013 17:15;0,31;0,57;0,46;0,33
Sa., 16.Nov. 2013 17:30;0,28;0,6;0,45;0,32
Sa., 16.Nov. 2013 17:45;0,27;0,59;0,44;0,31
Sa., 16.Nov. 2013 18:00;0,28;0,56;0,45;0,31
Sa., 16.Nov. 2013 18:15;0,4;0,57;0,5;0,37
Sa., 16.Nov. 2013 18:30;0,29;0,56;0,45;0,31
Sa., 16.Nov. 2013 18:45;0,28;0,55;0,44;0,31
Sa., 16.Nov. 2013 19:00;0,31;0,6;0,48;0,34
Sa., 16.Nov. 2013 19:15;0,35;0,68;0,55;0,38
Sa., 16.Nov. 2013 19:30;0,33;0,57;0,48;0,34
Sa., 16.Nov. 2013 19:45;0,32;0,56;0,45;0,33
Sa., 16.Nov. 2013 20:00;0,28;0,55;0,44;0,31
Sa., 16.Nov. 2013 20:15;0,28;0,59;0,45;0,32
Sa., 16.Nov. 2013 20:30;0,27;0,61;0,46;0,32
Sa., 16.Nov. 2013 20:45;0,29;0,59;0,45;0,32
Sa., 16.Nov. 2013 21:00;0,35;0,6;0,5;0,36
Sa., 16.Nov. 2013 21:15;0,28;0,56;0,44;0,31
Sa., 16.Nov. 2013 21:30;0,28;0,56;0,45;0,31
Sa., 16.Nov. 2013 21:45;0,29;0,55;0,45;0,31
Sa., 16.Nov. 2013 22:00;0,28;0,55;0,43;0,31
Sa., 16.Nov. 2013 22:15;0,37;0,59;0,48;0,36
Sa., 16.Nov. 2013 22:30;0,28;0,61;0,48;0,32
Sa., 16.Nov. 2013 22:45;0,27;0,59;0,44;0,31
Sa., 16.Nov. 2013 23:00;0,28;0,56;0,45;0,31
Sa., 16.Nov. 2013 23:15;0,29;0,56;0,45;0,31
Sa., 16.Nov. 2013 23:30;0,32;0,56;0,46;0,33
Sa., 16.Nov. 2013 23:45;0,39;0,56;0,48;0,36
So., 17.Nov. 2013 00:00;0,29;0,59;0,46;0,32
So., 17.Nov. 2013 00:15;0,29;0,59;0,45;0,32
So., 17.Nov. 2013 00:30;0,28;0,57;0,45;0,31
So., 17.Nov. 2013 00:45;0,31;0,57;0,45;0,33
So., 17.Nov. 2013 01:00;0,35;0,57;0,5;0,35
So., 17.Nov. 2013 01:15;0,28;0,68;0,5;0,34
So., 17.Nov. 2013 01:30;0,28;0,57;0,45;0,31
So., 17.Nov. 2013 01:45;0,28;0,6;0,45;0,32
So., 17.Nov. 2013 02:00;0,31;0,57;0,45;0,33
So., 17.Nov. 2013 02:15;0,32;0,56;0,46;0,33
So., 17.Nov. 2013 02:30;0,33;0,56;0,48;0,33
So., 17.Nov. 2013 02:45;0,28;0,57;0,45;0,31
So., 17.Nov. 2013 03:00;0,28;0,56;0,44;0,31
So., 17.Nov. 2013 03:15;0,31;0,59;0,46;0,33
So., 17.Nov. 2013 03:30;0,31;0,59;0,46;0,33
So., 17.Nov. 2013 03:45;0,32;0,59;0,46;0,34
So., 17.Nov. 2013 04:00;0,29;0,55;0,44;0,31
So., 17.Nov. 2013 04:15;0,28;0,56;0,43;0,31
So., 17.Nov. 2013 04:30;0,32;0,55;0,46;0,33
So., 17.Nov. 2013 04:45;0,31;0,61;0,48;0,34
So., 17.Nov. 2013 05:00;0,33;0,59;0,48;0,34
So., 17.Nov. 2013 05:15;0,32;0,59;0,48;0,34
So., 17.Nov. 2013 05:30;0,28;0,56;0,44;0,31
So., 17.Nov. 2013 05:45;0,29;0,55;0,43;0,31
So., 17.Nov. 2013 06:00;0,32;0,55;0,45;0,33
So., 17.Nov. 2013 06:15;0,32;0,61;0,48;0,34
So., 17.Nov. 2013 06:30;0,29;0,59;0,46;0,32
So., 17.Nov. 2013 06:45;0,28;0,71;0,5;0,35
So., 17.Nov. 2013 07:00;0,29;0,57;0,46;0,32
So., 17.Nov. 2013 07:15;0,31;0,55;0,45;0,32
So., 17.Nov. 2013 07:30;0,35;0,56;0,48;0,34
So., 17.Nov. 2013 07:45;0,29;0,59;0,45;0,32
So., 17.Nov. 2013 08:00;0,29;0,57;0,45;0,32
So., 17.Nov. 2013 08:15;0,28;0,59;0,45;0,32
So., 17.Nov. 2013 08:30;0,31;0,59;0,46;0,33
So., 17.Nov. 2013 08:45;0,35;0,56;0,48;0,34
So., 17.Nov. 2013 09:00;0,28;0,56;0,43;0,31
So., 17.Nov. 2013 09:15;0,28;0,55;0,43;0,31
So., 17.Nov. 2013 09:30;0,28;0,56;0,43;0,31
So., 17.Nov. 2013 09:45;0,29;0,6;0,46;0,33
So., 17.Nov. 2013 10:00;0,4;0,57;0,5;0,37
So., 17.Nov. 2013 10:15;0,29;0,6;0,48;0,33
So., 17.Nov. 2013 10:30;0,28;0,55;0,44;0,31
So., 17.Nov. 2013 10:45;0,32;0,56;0,46;0,33
So., 17.Nov. 2013 11:00;0,29;0,6;0,45;0,33
So., 17.Nov. 2013 11:15;0,31;0,6;0,46;0,34
So., 17.Nov. 2013 11:30;0,32;0,6;0,46;0,34
So., 17.Nov. 2013 11:45;0,28;0,59;0,44;0,32
So., 17.Nov. 2013 12:00;0,31;0,56;0,46;0,32
So., 17.Nov. 2013 12:15;0,65;0,57;0,61;0,5
So., 17.Nov. 2013 12:30;0,66;0,56;0,65;0,5
So., 17.Nov. 2013 12:45;0,68;0,57;0,66;0,51
So., 17.Nov. 2013 13:00;0,28;0,6;0,45;0,32
So., 17.Nov. 2013 13:15;0,28;0,59;0,45;0,32
So., 17.Nov. 2013 13:30;0,29;0,7;0,52;0,36
So., 17.Nov. 2013 13:45;0,31;0,56;0,45;0,32
So., 17.Nov. 2013 14:00;0,33;0,56;0,45;0,33
So., 17.Nov. 2013 14:15;0,28;0,56;0,45;0,31
So., 17.Nov. 2013 14:30;0,31;0,61;0,48;0,34
So., 17.Nov. 2013 14:45;0,33;0,6;0,5;0,35
So., 17.Nov. 2013 15:00;0,32;0,59;0,48;0,34
So., 17.Nov. 2013 15:15;0,39;0,57;0,51;0,37
So., 17.Nov. 2013 15:30;0,31;0,56;0,45;0,32
So., 17.Nov. 2013 15:45;0,29;0,6;0,46;0,33
So., 17.Nov. 2013 16:00;0,28;0,57;0,45;0,31
So., 17.Nov. 2013 16:15;0,35;0,6;0,48;0,36
So., 17.Nov. 2013 16:30;0,74;0,61;0,7;0,55
So., 17.Nov. 2013 16:45;0,56;0,59;0,59;0,46
So., 17.Nov. 2013 17:00;0,39;0,56;0,48;0,36
So., 17.Nov. 2013 17:15;0,61;0,56;0,59;0,47
So., 17.Nov. 2013 17:30;0,74;0,56;0,67;0,54
So., 17.Nov. 2013 17:45;0,61;0,59;0,65;0,48
So., 17.Nov. 2013 18:00;0,6;0,59;0,61;0,48
So., 17.Nov. 2013 18:15;0,65;0,6;0,66;0,51
So., 17.Nov. 2013 18:30;0,82;0,56;0,71;0,58
So., 17.Nov. 2013 18:45;0,81;0,6;0,73;0,59
So., 17.Nov. 2013 19:00;0,78;0,56;0,71;0,56
So., 17.Nov. 2013 19:15;0,76;0,56;0,67;0,55
So., 17.Nov. 2013 19:30;0,76;0,6;0,72;0,56
So., 17.Nov. 2013 19:45;0,81;0,6;0,74;0,59
So., 17.Nov. 2013 20:00;0,59;0,68;0,67;0,5
So., 17.Nov. 2013 20:15;0,31;0,56;0,44;0,32
So., 17.Nov. 2013 20:30;0,28;0,61;0,45;0,32
So., 17.Nov. 2013 20:45;0,27;0,56;0,44;0,3
So., 17.Nov. 2013 21:00;0,28;0,59;0,46;0,32
So., 17.Nov. 2013 21:15;0,33;0,59;0,46;0,34
So., 17.Nov. 2013 21:30;0,31;0,59;0,46;0,33
So., 17.Nov. 2013 21:45;0,27;0,59;0,45;0,31
So., 17.Nov. 2013 22:00;0,28;0,55;0,44;0,31
So., 17.Nov. 2013 22:15;0,22;0,56;0,4;0,28
So., 17.Nov. 2013 22:30;0,26;0,55;0,41;0,3
So., 17.Nov. 2013 22:45;0,22;0,59;0,41;0,29
So., 17.Nov. 2013 23:00;0,2;0,59;0,4;0,28
So., 17.Nov. 2013 23:15;0,18;0,59;0,41;0,27
So., 17.Nov. 2013 23:30;0,18;0,55;0,4;0,26
So., 17.Nov. 2013 23:45;0,22;0,59;0,41;0,29
Mo., 18.Nov. 2013 00:00;0,27;0,56;0,44;0,3
Mo., 18.Nov. 2013 00:15;0,23;0,56;0,41;0,28
Mo., 18.Nov. 2013 00:30;0,22;0,59;0,43;0,29
Mo., 18.Nov. 2013 00:45;0,2;0,59;0,41;0,28
Mo., 18.Nov. 2013 01:00;0,2;0,57;0,4;0,27
Mo., 18.Nov. 2013 01:15;0,27;0,56;0,43;0,3
Mo., 18.Nov. 2013 01:30;0,2;0,59;0,43;0,28
Mo., 18.Nov. 2013 01:45;0,18;0,6;0,41;0,27
Mo., 18.Nov. 2013 02:00;0,2;0,59;0,4;0,28
Mo., 18.Nov. 2013 02:15;0,2;0,59;0,41;0,28
Mo., 18.Nov. 2013 02:30;0,23;0,68;0,45;0,32
Mo., 18.Nov. 2013 02:45;0,26;0,56;0,43;0,3
Mo., 18.Nov. 2013 03:00;0,23;0,56;0,43;0,28
